cnpj_estabelecimento,cbo_2002,cbo_titulo,sexo,raca_cor,salario_contratual_mensal,remuneracao_total_mensal,data_competencia
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,preta,2408.31,2553.31,2025-06
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,preta,2408.31,2473.64,2025-07
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,preta,2408.31,2585.65,2025-08
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,parda,2773.17,2866.15,2024-09
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,parda,2773.17,2893.45,2024-10
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,parda,2773.17,2993.36,2024-11
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,parda,2773.17,2898.42,2024-12
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,parda,2773.17,2755.53,2025-01
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,parda,2773.17,2971.13,2025-02
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,parda,2773.17,2911.81,2025-03
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,parda,2773.17,2879.65,2025-04
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,parda,2773.17,3018.93,2025-05
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,parda,2773.17,2859.46,2025-06
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,parda,2773.17,2966.01,2025-07
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,parda,2773.17,2922.99,2025-08
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,branca,2905.48,3277.03,2024-09
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,branca,2905.48,2893.82,2024-10
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,branca,2905.48,3067.7,2024-11
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,branca,2905.48,3080.82,2024-12
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,branca,2905.48,3146.36,2025-01
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,branca,2905.48,3013.93,2025-02
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,branca,2905.48,2995.3,2025-03
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,branca,2905.48,3171.74,2025-04
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,branca,2905.48,3013.49,2025-05
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,branca,2905.48,3074.93,2025-06
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,branca,2905.48,3046.08,2025-07
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,branca,2905.48,3083.93,2025-08
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,branca,2742.55,2768.71,2024-09
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,branca,2742.55,2834.91,2024-10
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,branca,2742.55,2874.93,2024-11
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,branca,2742.55,2888.33,2024-12
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,branca,2742.55,2969.66,2025-01
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,branca,2742.55,2921.32,2025-02
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,branca,2742.55,2926.78,2025-03
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,branca,2742.55,2874.84,2025-04
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,branca,2742.55,2982.89,2025-05
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,branca,2742.55,2829.53,2025-06
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,branca,2742.55,2871.56,2025-07
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,branca,2742.55,2757.11,2025-08
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,branca,3446.93,3510.52,2024-09
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,branca,3446.93,3706.72,2024-10
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,branca,3446.93,3613.97,2024-11
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,branca,3446.93,3427.24,2024-12
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,branca,3446.93,3614.35,2025-01
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,branca,3446.93,3594.4,2025-02
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,branca,3446.93,3501.5,2025-03
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,branca,3446.93,3653.23,2025-04
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,branca,3446.93,3590.82,2025-05
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,branca,3446.93,3619.62,2025-06
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,branca,3446.93,3716.07,2025-07
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,branca,3446.93,3554.93,2025-08
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,preta,3354,3629.31,2024-09
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,preta,3354,3493.98,2024-10
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,preta,3354,3495.15,2024-11
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,preta,3354,3650.53,2024-12
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,preta,3354,3559.06,2025-01
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,preta,3354,3480.18,2025-02
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,preta,3354,3509.03,2025-03
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,preta,3354,3542.52,2025-04
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,preta,3354,3374.85,2025-05
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,preta,3354,3587.88,2025-06
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,preta,3354,3520.49,2025-07
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,preta,3354,3390.88,2025-08
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,parda,2193.61,2240.74,2024-09
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,parda,2193.61,2359.59,2024-10
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,parda,2193.61,2219.62,2024-11
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,parda,2193.61,2443.85,2024-12
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,parda,2193.61,2232.5,2025-01
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,parda,2193.61,2316.18,2025-02
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,parda,2193.61,2134.75,2025-03
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,parda,2193.61,2297.8,2025-04
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,parda,2193.61,2268.09,2025-05
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,parda,2193.61,2334.07,2025-06
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,parda,2193.61,2314.92,2025-07
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,parda,2193.61,2280.18,2025-08
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,preta,2714.84,3024,2024-09
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,preta,2714.84,2911.65,2024-10
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,preta,2714.84,2789.23,2024-11
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,preta,2714.84,2877.08,2024-12
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,preta,2714.84,2613.75,2025-01
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,preta,2714.84,2800.86,2025-02
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,preta,2714.84,2949.42,2025-03
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,preta,2714.84,2802.84,2025-04
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,preta,2714.84,2859.71,2025-05
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,preta,2714.84,2753.99,2025-06
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,preta,2714.84,2911.67,2025-07
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,preta,2714.84,2857.18,2025-08
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,branca,2535.19,2659.06,2024-09
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,branca,2535.19,2730.1,2024-10
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,branca,2535.19,2783.41,2024-11
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,branca,2535.19,2719.56,2024-12
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,branca,2535.19,2527.14,2025-01
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,branca,2535.19,2688.87,2025-02
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,branca,2535.19,2678.62,2025-03
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,branca,2535.19,2571.42,2025-04
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,branca,2535.19,2535.64,2025-05
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,branca,2535.19,2627.21,2025-06
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,branca,2535.19,2635.35,2025-07
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,branca,2535.19,2652.91,2025-08
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,amarela,2876.52,2952.5,2024-09
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,amarela,2876.52,3029.16,2024-10
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,amarela,2876.52,3040.94,2024-11
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,amarela,2876.52,2990.55,2024-12
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,amarela,2876.52,3048.56,2025-01
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,amarela,2876.52,2964.72,2025-02
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,amarela,2876.52,2879.67,2025-03
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,amarela,2876.52,3014.63,2025-04
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,amarela,2876.52,3091.12,2025-05
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,amarela,2876.52,3247.94,2025-06
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,amarela,2876.52,2831.68,2025-07
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,amarela,2876.52,2971.53,2025-08
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,parda,2563.58,2619.74,2024-09
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,parda,2563.58,2707.78,2024-10
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,parda,2563.58,2619.66,2024-11
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,parda,2563.58,2696.77,2024-12
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,parda,2563.58,2763.17,2025-01
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,parda,2563.58,2629.57,2025-02
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,parda,2563.58,2681.61,2025-03
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,parda,2563.58,2811.6,2025-04
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,parda,2563.58,2755.39,2025-05
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,parda,2563.58,2562.9,2025-06
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,parda,2563.58,2846.89,2025-07
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,parda,2563.58,2635.13,2025-08
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,parda,2484.51,2627.29,2024-09
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,parda,2484.51,2573.91,2024-10
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,parda,2484.51,2570.87,2024-11
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,parda,2484.51,2553.15,2024-12
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,parda,2484.51,2651.09,2025-01
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,parda,2484.51,2547.17,2025-02
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,parda,2484.51,2511.09,2025-03
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,parda,2484.51,2562.54,2025-04
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,parda,2484.51,2604.94,2025-05
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,parda,2484.51,2455.53,2025-06
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,parda,2484.51,2664.15,2025-07
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,parda,2484.51,2551.6,2025-08
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,nao_declarada,3453.91,3696.47,2024-09
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,nao_declarada,3453.91,3764.78,2024-10
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,nao_declarada,3453.91,3654.23,2024-11
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,nao_declarada,3453.91,3677.08,2024-12
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,nao_declarada,3453.91,3575.06,2025-01
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,nao_declarada,3453.91,3552.3,2025-02
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,nao_declarada,3453.91,3425.43,2025-03
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,nao_declarada,3453.91,3601.83,2025-04
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,nao_declarada,3453.91,3565.27,2025-05
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,nao_declarada,3453.91,3376.57,2025-06
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,nao_declarada,3453.91,3650.15,2025-07
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,nao_declarada,3453.91,3779.15,2025-08
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,parda,3003.3,3185.64,2024-09
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,parda,3003.3,3254.08,2024-10
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,parda,3003.3,3125.22,2024-11
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,parda,3003.3,3057.91,2024-12
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,parda,3003.3,3155.29,2025-01
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,parda,3003.3,3118.31,2025-02
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,parda,3003.3,3047.23,2025-03
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,parda,3003.3,3242.46,2025-04
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,parda,3003.3,3164.78,2025-05
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,parda,3003.3,3090.51,2025-06
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,parda,3003.3,3167.24,2025-07
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,parda,3003.3,3136.25,2025-08
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,preta,2874.32,3067.67,2024-09
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,preta,2874.32,3152,2024-10
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,preta,2874.32,2961.18,2024-11
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,preta,2874.32,2911.65,2024-12
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,preta,2874.32,3133.42,2025-01
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,preta,2874.32,3221.1,2025-02
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,preta,2874.32,2962.15,2025-03
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,preta,2874.32,2936.17,2025-04
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,preta,2874.32,2911.36,2025-05
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,preta,2874.32,3014.11,2025-06
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,preta,2874.32,3024.09,2025-07
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,preta,2874.32,2992.37,2025-08
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,branca,2783.17,2989.19,2024-09
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,branca,2783.17,2851.14,2024-10
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,branca,2783.17,2869.78,2024-11
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,branca,2783.17,2814.73,2024-12
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,branca,2783.17,3035.13,2025-01
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,branca,2783.17,3009.21,2025-02
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,branca,2783.17,3028.57,2025-03
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,branca,2783.17,2849.29,2025-04
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,branca,2783.17,3031.28,2025-05
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,branca,2783.17,2943.99,2025-06
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,branca,2783.17,2979.72,2025-07
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,branca,2783.17,2968.26,2025-08
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,branca,2552.61,2653.58,2024-09
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,branca,2552.61,2665.24,2024-10
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,branca,2552.61,2560.5,2024-11
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,branca,2552.61,2636.31,2024-12
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,branca,2552.61,2660.9,2025-01
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,branca,2552.61,2589.94,2025-02
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,branca,2552.61,2685.86,2025-03
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,branca,2552.61,2776.07,2025-04
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,branca,2552.61,2640.7,2025-05
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,branca,2552.61,2604.67,2025-06
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,branca,2552.61,2613.26,2025-07
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",F,branca,2552.61,2692.88,2025-08
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,branca,3294.06,3628.77,2024-09
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,branca,3294.06,3472.82,2024-10
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,branca,3294.06,3462.07,2024-11
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,branca,3294.06,3334.21,2024-12
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,branca,3294.06,3489.43,2025-01
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,branca,3294.06,3518.46,2025-02
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,branca,3294.06,3416.73,2025-03
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,branca,3294.06,3454.08,2025-04
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,branca,3294.06,3391.6,2025-05
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,branca,3294.06,3529.21,2025-06
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,branca,3294.06,3588.42,2025-07
12.345.678/0001-01,411005,"Auxiliar de escrit贸rio, em geral",M,branca,3294.06,3494.02,2025-08
12.345.678/0001-01,214905,Engenheiro de seguran莽a do trabalho,M,parda,18924.83,20147.37,2024-09
12.345.678/0001-01,214905,Engenheiro de seguran莽a do trabalho,M,parda,18924.83,19889.49,2024-10
12.345.678/0001-01,214905,Engenheiro de seguran莽a do trabalho,M,parda,18924.83,19496.32,2024-11
12.345.678/0001-01,214905,Engenheiro de seguran莽a do trabalho,M,parda,18924.83,19422.35,2024-12
12.345.678/0001-01,214905,Engenheiro de seguran莽a do trabalho,M,parda,18924.83,19630.81,2025-01
12.345.678/0001-01,214905,Engenheiro de seguran莽a do trabalho,M,parda,18924.83,19925.4,2025-02
12.345.678/0001-01,214905,Engenheiro de seguran莽a do trabalho,M,parda,18924.83,19856.44,2025-03
12.345.678/0001-01,214905,Engenheiro de seguran莽a do trabalho,M,parda,18924.83,20433.39,2025-04
12.345.678/0001-01,214905,Engenheiro de seguran莽a do trabalho,M,parda,18924.83,20279.13,2025-05
12.345.678/0001-01,214905,Engenheiro de seguran莽a do trabalho,M,parda,18924.83,20701.6,2025-06
12.345.678/0001-01,214905,Engenheiro de seguran莽a do trabalho,M,parda,18924.83,20299.76,2025-07
12.345.678/0001-01,214905,Engenheiro de seguran莽a do trabalho,M,parda,18924.83,19723.06,2025-08
12.345.678/0001-01,214905,Engenheiro de seguran莽a do trabalho,F,branca,17947.14,18886.83,2024-09
12.345.678/0001-01,214905,Engenheiro de seguran莽a do trabalho,F,branca,17947.14,17964.04,2024-10
12.345.678/0001-01,214905,Engenheiro de seguran莽a do trabalho,F,branca,17947.14,19730.57,2024-11
12.345.678/0001-01,214905,Engenheiro de seguran莽a do trabalho,F,branca,17947.14,18522.91,2024-12
12.345.678/0001-01,214905,Engenheiro de seguran莽a do trabalho,F,branca,17947.14,18616.61,2025-01
12.345.678/0001-01,214905,Engenheiro de seguran莽a do trabalho,F,branca,17947.14,19812.77,2025-02
12.345.678/0001-01,214905,Engenheiro de seguran莽a do trabalho,F,branca,17947.14,18260.19,2025-03
12.345.678/0001-01,214905,Engenheiro de seguran莽a do trabalho,F,branca,17947.14,18504.61,2025-04
12.345.678/0001-01,214905,Engenheiro de seguran莽a do trabalho,F,branca,17947.14,18802.25,2025-05
12.345.678/0001-01,214905,Engenheiro de seguran莽a do trabalho,F,branca,17947.14,18524.86,2025-06
12.345.678/0001-01,214905,Engenheiro de seguran莽a do trabalho,F,branca,17947.14,18884.9,2025-07
12.345.678/0001-01,214905,Engenheiro de seguran莽a do trabalho,F,branca,17947.14,18968.62,2025-08
12.345.678/0001-01,214905,Engenheiro de seguran莽a do trabalho,M,branca,17742.32,18958.82,2024-09
12.345.678/0001-01,214905,Engenheiro de seguran莽a do trabalho,M,branca,17742.32,18565.52,2024-10
12.345.678/0001-01,214905,Engenheiro de seguran莽a do trabalho,M,branca,17742.32,18990.45,2024-11
12.345.678/0001-01,214905,Engenheiro de seguran莽a do trabalho,M,branca,17742.32,18446.28,2024-12
12.345.678/0001-01,214905,Engenheiro de seguran莽a do trabalho,M,branca,17742.32,18946.21,2025-01
12.345.678/0001-01,214905,Engenheiro de seguran莽a do trabalho,M,branca,17742.32,19246.62,2025-02
12.345.678/0001-01,214905,Engenheiro de seguran莽a do trabalho,M,branca,17742.32,17706.68,2025-03
12.345.678/0001-01,214905,Engenheiro de seguran莽a do trabalho,M,branca,17742.32,18504.56,2025-04
12.345.678/0001-01,214905,Engenheiro de seguran莽a do trabalho,M,branca,17742.32,18719.17,2025-05
12.345.678/0001-01,214905,Engenheiro de seguran莽a do trabalho,M,branca,17742.32,17622.86,2025-06
12.345.678/0001-01,214905,Engenheiro de seguran莽a do trabalho,M,branca,17742.32,17005.77,2025-07
12.345.678/0001-01,214905,Engenheiro de seguran莽a do trabalho,M,branca,17742.32,18789.51,2025-08
12.345.678/0001-01,214905,Engenheiro de seguran莽a do trabalho,F,branca,10431.75,10748.93,2024-09
12.345.678/0001-01,214905,Engenheiro de seguran莽a do trabalho,F,branca,10431.75,11194.4,2024-10
12.345.678/0001-01,214905,Engenheiro de seguran莽a do trabalho,F,branca,10431.75,10947.07,2024-11
12.345.678/0001-01,214905,Engenheiro de seguran莽a do trabalho,F,branca,10431.75,10946.15,2024-12
12.345.678/0001-01,214905,Engenheiro de seguran莽a do trabalho,F,branca,10431.75,10841.11,2025-01
12.345.678/0001-01,214905,Engenheiro de seguran莽a do trabalho,F,branca,10431.75,10982.1,2025-02
12.345.678/0001-01,214905,Engenheiro de seguran莽a do trabalho,F,branca,10431.75,10667.91,2025-03
12.345.678/0001-01,214905,Engenheiro de seguran莽a do trabalho,F,branca,10431.75,10790.21,2025-04
12.345.678/0001-01,214905,Engenheiro de seguran莽a do trabalho,F,branca,10431.75,11194.97,2025-05
12.345.678/0001-01,214905,Engenheiro de seguran莽a do trabalho,F,branca,10431.75,10871.36,2025-06
12.345.678/0001-01,214905,Engenheiro de seguran莽a do trabalho,F,branca,10431.75,11107.75,2025-07
12.345.678/0001-01,214905,Engenheiro de seguran莽a do trabalho,F,branca,10431.75,10947.27,2025-08
12.345.678/0001-01,214905,Engenheiro de seguran莽a do trabalho,F,branca,17962.22,18673.43,2024-09
12.345.678/0001-01,214905,Engenheiro de seguran莽a do trabalho,F,branca,17962.22,18336.84,2024-10
12.345.678/0001-01,214905,Engenheiro de seguran莽a do trabalho,F,branca,17962.22,19306.28,2024-11
